	filenr	motherfile	asr_output	manual_transcription	manually_checked	duration	nr_words	wavfile_location	transcription_location
996	477	20160215	but the standards have to be comparable and if i hear to day what te the legal service is say what the commission is saying and te mister butorelli was telling us i am not convinced that this tax	but the standards have to be comparable and if i hear to day what te the legal service is say what the commission is saying and te mister butorelli was telling us i am not convinced that this tax	0	15.95	39	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160215/477_20160215.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160215/477_20160215.wav.pcm.txt
997	478	20160215	is not leading to a kind of an ediquacy ruling why not the commission was very formally speaking but we have to see what will happen with this agreement in practice first of all we heard that the umbrella agreement as an international agreement is overruling secondary lord not the treaty but the lud what does it mean so in case we do	is not leading to a kind of an ediquacy ruling why not the commission was very formally speaking but we have to see what will happen with this agreement in practice first of all we heard that the umbrella agreement as an international agreement is overruling secondary lord not the treaty but the lud what does it mean so in case we do	0	29.15	63	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160215/478_20160215.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160215/478_20160215.wav.pcm.txt
998	480	20160215	but our own lords that are still valid for the time being we don't believe that they are good enough that's why we created a new law indata protection will they also be covered by the agreement i don't see that way and if you look in article five free in the verding	but our own lords that are still valid for the time being we don't believe that they are good enough that's why we created a new law indata protection will they also be covered by the agreement i don't see that way and if you look in article five free in the verding	0	21.45	53	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160215/480_20160215.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160215/480_20160215.wav.pcm.txt
999	481	20160215	if clearly state the procesting of personal information by you s or yu shall be deemed to comply with their respective tate or protection legislation so with their own u  s legislation and no further authorization under such legislation shall be required	if clearly state the procesting of personal information by you s or yu shall be deemed to comply with their respective tate or protection legislation so with their own u  s legislation and no further authorization under such legislation shall be required	0	24.15	43	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160215/481_20160215.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160215/481_20160215.wav.pcm.txt
1000	219	2016021601	the text in consideration of this oral question and its one vote the vote is open the vote is closed and that is carried that is the end of otin time thankying very much colers a	the text in consideration of this oral question and its one vote the vote is open the vote is closed and that is carried that is the end of otin time thankying very much colers a	0	22.95	36	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/219_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/219_2016021601.wav.pcm.txt
1001	220	2016021601	lonmorin   issoshin hav to shindin eeo o	lonmorin   issoshin hav to shindin eeo o	0	29.25	9	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/220_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/220_2016021601.wav.pcm.txt
1002	221	2016021601			0	17.75	1	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/221_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/221_2016021601.wav.pcm.txt
1003	222	2016021601	at colleagues we are going to now move to the at many hearing if you are not going to be involved in the m any hearing if you want to at leave the room thank you	at colleagues we are going to now move to the at many hearing if you are not going to be involved in the m any hearing if you want to at leave the room thank you	0	25.05	36	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/222_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/222_2016021601.wav.pcm.txt
1004	224	2016021601			0	15.35	1	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/224_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/224_2016021601.wav.pcm.txt
1005	225	2016021601	like looking lohi so his professor  nati ans ona fellow brick fello oiiue mi as lice fr yo t  cesetremotiv a crotid yel see hot	like looking lohi so his professor  nati ans ona fellow brick fello oiiue mi as lice fr yo t  cesetremotiv a crotid yel see hot	0	24.65	27	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/225_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/225_2016021601.wav.pcm.txt
1006	226	2016021601	so f colleagues are present who want to join the panol m including a laura ferrara if she is here laura if you want to come and join the panopleas	so f colleagues are present who want to join the panol m including a laura ferrara if she is here laura if you want to come and join the panopleas	0	29.55	30	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/226_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/226_2016021601.wav.pcm.txt
1007	227	2016021601			0	19.55	1	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/227_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/227_2016021601.wav.pcm.txt
1008	228	2016021601			0	18.25	1	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/228_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/228_2016021601.wav.pcm.txt
1009	229	2016021601			0	22.55	1	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021601/229_2016021601.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021601/229_2016021601.wav.pcm.txt
1010	15	2016021602	the government took almost twenty years to to agree on the final list of six thousand five hundred and so it was twenty thousand at the beginning so it is an omal it is anomal duration in ninety five lists of missing persons were adopted by both leaders and thats de base on which we worked to day ere wis two thousand at one persons who went missing	the government took almost twenty years to to agree on the final list of six thousand five hundred and so it was twenty thousand at the beginning so it is an omal it is anomal duration in ninety five lists of missing persons were adopted by both leaders and thats de base on which we worked to day ere wis two thousand at one persons who went missing	0	23.55	68	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/015_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/015_2016021602.wav.pcm.txt
1011	31	2016021602	as i said investigation is the heart of this project and mapping the graves is very important we need a very good coperation with the mycolyqulexipriat member which we do have it we need to share the information we need to share everything in order to have a higher accuracerate in our	as i said investigation is the heart of this project and mapping the graves is very important we need a very good coperation with the mycolyqulexipriat member which we do have it we need to share the information we need to share everything in order to have a higher accuracerate in our	0	23.05	52	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/031_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/031_2016021602.wav.pcm.txt
1012	47	2016021602	and plas the intention of the members is to keep it all it is to keep it at this level or increasing in view of the large number of remaining unsolt case about budgerd the major done as your aware is there is european union in addition the ar countres da contrepunora leg regular basis	and plas the intention of the members is to keep it all it is to keep it at this level or increasing in view of the large number of remaining unsolt case about budgerd the major done as your aware is there is european union in addition the ar countres da contrepunora leg regular basis	0	25.45	55	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/047_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/047_2016021602.wav.pcm.txt
1013	57	2016021602	twell woder wat thank you ar luch thak you very much thank you to all three of you and i should mention to the committee a  number of colleagues have come in after you have begun just to repeat that iam there are a number of colleagues here wo were on the ly be delegation in twenty toll missus rixteram and others and ive been heare twice and you thank to	twell woder wat thank you ar luch thak you very much thank you to all three of you and i should mention to the committee a  number of colleagues have come in after you have begun just to repeat that iam there are a number of colleagues here wo were on the ly be delegation in twenty toll missus rixteram and others and ive been heare twice and you thank to	0	26.65	72	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/057_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/057_2016021602.wav.pcm.txt
1014	58	2016021602	a parliament you opinion on a number of times but we've also seen the project from the antropological museum through to the funerals we've been there and and think it's certainly my perspective is that say it performs a very symbolic function but also very practical function and its dealt it huge sensitivity	a parliament you opinion on a number of times but we've also seen the project from the antropological museum through to the funerals we've been there and and think it's certainly my perspective is that say it performs a very symbolic function but also very practical function and its dealt it huge sensitivity	0	19.75	53	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/058_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/058_2016021602.wav.pcm.txt
1015	59	2016021602	and but it's not for me to make these opinions of me nigt we now have few minutes for and some of our members to and make some comments but i do want to thank you for maintaining contact with me and also my predecessor in the cheer and mister lupesagular it sill the accountability structures are very strong with the project and ante lepi committee	and but it's not for me to make these opinions of me nigt we now have few minutes for and some of our members to and make some comments but i do want to thank you for maintaining contact with me and also my predecessor in the cheer and mister lupesagular it sill the accountability structures are very strong with the project and ante lepi committee	0	22.55	66	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/059_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/059_2016021602.wav.pcm.txt
1016	60	2016021602	and so colleguesam your comments and the questions are welcome now and er we be ge open the floor with them mister cristo e here monte cristo of the cristo for of mister	and so colleguesam your comments and the questions are welcome now and er we be ge open the floor with them mister cristo e here monte cristo of the cristo for of mister	0	19.85	33	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/060_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/060_2016021602.wav.pcm.txt
1017	61	2016021602	isa yotosorry am as tay afterdinner e's very i difficultny it's not difficultt sa te vy caistoee frevrien thank you mister chairman first of all let me thank you for having introduced the c m p this afternoon and first of all	isa yotosorry am as tay afterdinner e's very i difficultny it's not difficultt sa te vy caistoee frevrien thank you mister chairman first of all let me thank you for having introduced the c m p this afternoon and first of all	0	25.55	42	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/061_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/061_2016021602.wav.pcm.txt
1018	62	2016021602	i'd like to say how grateful we are in cypress too the union and the parliament for the support which they've provided as far as strengthening the budget and allowing the seumpy to carry out its work it's humanitarian work obviously and the idea is that there's no kind of political hiddenegender at all	i'd like to say how grateful we are in cypress too the union and the parliament for the support which they've provided as far as strengthening the budget and allowing the seumpy to carry out its work it's humanitarian work obviously and the idea is that there's no kind of political hiddenegender at all	0	27.25	54	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/062_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/062_2016021602.wav.pcm.txt
1019	63	2016021602	the issue of the missing persons is of course something which had some highly sensitive aspects and that's why we have been working for forty two years to look into investigate the fate of ordered these people for mainly of course for the sake of their families who have been waiting for decades now to learn what happened to their missing loved once	the issue of the missing persons is of course something which had some highly sensitive aspects and that's why we have been working for forty two years to look into investigate the fate of ordered these people for mainly of course for the sake of their families who have been waiting for decades now to learn what happened to their missing loved once	0	29.15	63	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016021602/063_2016021602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016021602/063_2016021602.wav.pcm.txt
1020	462	20160229	we are trying from the commission the miscian f amopolos vice present o maman sir president yonker we are trying in terms of f putting forward proposals to make sure that we save the european house	we are trying from the commission the miscian f amopolos vice present o maman sir president yonker we are trying in terms of f putting forward proposals to make sure that we save the european house	0	18.45	36	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/462_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/462_20160229.wav.pcm.txt
1021	464	20160229	but we are in a crisis mode which i and i have been working for the commission for thirty years and i have started with a crisis in the commission i have been through a number of commission we have never been in such a crisis as we are nowlso perhaps that as erve er	but we are in a crisis mode which i and i have been working for the commission for thirty years and i have started with a crisis in the commission i have been through a number of commission we have never been in such a crisis as we are nowlso perhaps that as erve er	0	16.05	55	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/464_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/464_20160229.wav.pcm.txt
1022	465	20160229	introductory very personal a remark from for my side an i do a welcome very much a a number view ar mister publicks mister nidamile ain terms of f a a committing a also to to to an abitious time table in this en this context a and i do like to a very much theteer	introductory very personal a remark from for my side an i do a welcome very much a a number view ar mister publicks mister nidamile ain terms of f a a committing a also to to to an abitious time table in this en this context a and i do like to a very much theteer	0	27.75	56	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/465_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/465_20160229.wav.pcm.txt
1023	466	20160229	de tu linked elements ir of mister public's statements which which was to say we had opend board us and controlled boards this is whatsir e we are trying to get to and the dutch presidency has already e give the answer to missus a moscevaise a question inrality a	de tu linked elements ir of mister public's statements which which was to say we had opend board us and controlled boards this is whatsir e we are trying to get to and the dutch presidency has already e give the answer to missus a moscevaise a question inrality a	0	25.75	50	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/466_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/466_20160229.wav.pcm.txt
1024	467	20160229	once a member state has an access to the shangan information system we no long longer need to multiply a controls and so it is a different situation inasmuch as burgare and romayna is concerned as it is sir inasmuch as gracer	once a member state has an access to the shangan information system we no long longer need to multiply a controls and so it is a different situation inasmuch as burgare and romayna is concerned as it is sir inasmuch as gracer	0	21.05	42	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/467_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/467_20160229.wav.pcm.txt
1025	468	20160229	is concerned because there we have not yet done to chang an evelation in order to for cratia to be part of it so i think you will find also there in the compromise already an politically agreed by e e by the e ministers of intieu you will find some elements and answers er	is concerned because there we have not yet done to chang an evelation in order to for cratia to be part of it so i think you will find also there in the compromise already an politically agreed by e e by the e ministers of intieu you will find some elements and answers er	0	20.75	55	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/468_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/468_20160229.wav.pcm.txt
1026	469	20160229	er to that i agreed totally with all of you a wether it is missteven se welle it is mister depray and a number of others that ir putting forward a document	er to that i agreed totally with all of you a wether it is missteven se welle it is mister depray and a number of others that ir putting forward a document	0	16.35	32	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/469_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/469_20160229.wav.pcm.txt
1027	470	20160229	on return is not the answer eh but i can tell you and i have been here in this committee to give you reports on the discussions in terms of free admission agreements and of o chairing e these committees	on return is not the answer eh but i can tell you and i have been here in this committee to give you reports on the discussions in terms of free admission agreements and of o chairing e these committees	0	16.55	40	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/470_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/470_20160229.wav.pcm.txt
1028	471	20160229	a that sir it is one technical element amongst others which can help us to effect a return porlcy but we need indeed readmission agreements if we don't have readmissionagrams we have seventeen anow if we don't have re admissionagramets we don't have the recognission of the document and we can't legistate as a european union to have a document which is recognized by a a third member state so obvasy	a that sir it is one technical element amongst others which can help us to effect a return porlcy but we need indeed readmission agreements if we don't have readmissionagrams we have seventeen anow if we don't have re admissionagramets we don't have the recognission of the document and we can't legistate as a european union to have a document which is recognized by a a third member state so obvasy	0	29.45	71	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/471_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/471_20160229.wav.pcm.txt
1029	472	20160229	the document a such lingsin but at the moment we have a piece of paper and somebody was mentioning photoshop i think in nineteen ninety four we didn't have photoshop ein was menti  mentioning that and and to certain extat we need just to be up to speed and terms of the security features what we tell all the third countries all the time your security features are not adequate	the document a such lingsin but at the moment we have a piece of paper and somebody was mentioning photoshop i think in nineteen ninety four we didn't have photoshop ein was menti  mentioning that and and to certain extat we need just to be up to speed and terms of the security features what we tell all the third countries all the time your security features are not adequate	0	24.15	71	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/20160229/472_20160229.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/20160229/472_20160229.wav.pcm.txt
1030	292	2016031602	iam sorryif i haven noted down all the names last spring isis conquered palmira	iam sorryif i haven noted down all the names last spring isis conquered palmira	0	15.25	14	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/292_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/292_2016031602.wav.pcm.txt
1031	293	2016031602	and am sort the afterwards aleppo then in june the fru day programme or the u n	and am sort the afterwards aleppo then in june the fru day programme or the u n	0	15.65	17	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/293_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/293_2016031602.wav.pcm.txt
1032	294	2016031602	collapsed and each refugy had half a cent for their needs each day and the schools closed down and in september the er fu dad stopped altogether	collapsed and each refugy had half a cent for their needs each day and the schools closed down and in september the er fu dad stopped altogether	0	17.55	27	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/294_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/294_2016031602.wav.pcm.txt
1033	295	2016031602	there are several outside factors that influence the situation and can cause dramatic changes that's why we need even more a common european approach several emi peas spoke about legal emigration our position is clear	there are several outside factors that influence the situation and can cause dramatic changes that's why we need even more a common european approach several emi peas spoke about legal emigration our position is clear	0	28.05	35	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/295_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/295_2016031602.wav.pcm.txt
1034	296	2016031602	if there are no legal possibilities for imigration there will be more illegal imigration and refuge he flows that's a reality there books about you there's research articles it's an itial that is studies tat universities	if there are no legal possibilities for imigration there will be more illegal imigration and refuge he flows that's a reality there books about you there's research articles it's an itial that is studies tat universities	0	25.45	36	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/296_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/296_2016031602.wav.pcm.txt
1035	297	2016031602	and we believe that sho you nilateral action that is what happened less legal migration this means that sir necessarily there will be more illegal imigration and that means that	and we believe that sho you nilateral action that is what happened less legal migration this means that sir necessarily there will be more illegal imigration and that means that	0	18.15	30	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/297_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/297_2016031602.wav.pcm.txt
1036	298	2016031602	although everybody says that now the situation was under control many countries in europe set up fences to make sure that no one will get through i'd like to give you my assurances that greese will not encourage such illegal migration flows of course well we don't shoot at people we don't beat our people	although everybody says that now the situation was under control many countries in europe set up fences to make sure that no one will get through i'd like to give you my assurances that greese will not encourage such illegal migration flows of course well we don't shoot at people we don't beat our people	0	25.85	55	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/298_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/298_2016031602.wav.pcm.txt
1037	299	2016031602	we are not going to tasor people because you see them coming back tazod and beaten up but we we not want to pass on the problem to our neighboring countries on the control of the external borders	we are not going to tasor people because you see them coming back tazod and beaten up but we we not want to pass on the problem to our neighboring countries on the control of the external borders	0	20.15	38	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/299_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/299_2016031602.wav.pcm.txt
1038	300	2016031602	somebody spoke about the australian solution we think that the austranger solution is the worst possible solution they sink boat they exile them on barren island they create such conditions	somebody spoke about the australian solution we think that the austranger solution is the worst possible solution they sink boat they exile them on barren island they create such conditions	0	21.65	30	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/300_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/300_2016031602.wav.pcm.txt
1039	301	2016031602	which compared to the living condition of the aborigines when the er europeans first arrived would seem heavenly we have proven that we have very different attitude in greese and wev received criticism on it and complaint but we will continue this attitude frantics	which compared to the living condition of the aborigines when the er europeans first arrived would seem heavenly we have proven that we have very different attitude in greese and wev received criticism on it and complaint but we will continue this attitude frantics	0	26.55	44	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031602/301_2016031602.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031602/301_2016031602.wav.pcm.txt
1040	250	2016031701	that has serious consequences we can't close our eyes and ignore this because it leads to increase vulnerability isolation and stigma secondly related to aur committee more particularly it's the very serious conditions for detention of disabled people in the country such as france	that has serious consequences we can't close our eyes and ignore this because it leads to increase vulnerability isolation and stigma secondly related to aur committee more particularly it's the very serious conditions for detention of disabled people in the country such as france	0	27.75	44	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/250_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/250_2016031701.wav.pcm.txt
1041	251	2016031701	a that was condemned six months ago for in humane and degrading a treatment of disabled people so we talking about things which are less visible but it's very important a we don't disclose are eyes to these facts and i will be tabling amendments related to this in the employment min you think yo very much very much nutterly emix	a that was condemned six months ago for in humane and degrading a treatment of disabled people so we talking about things which are less visible but it's very important a we don't disclose are eyes to these facts and i will be tabling amendments related to this in the employment min you think yo very much very much nutterly emix	0	27.45	61	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/251_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/251_2016031701.wav.pcm.txt
1042	252	2016031701	and is how desevens of coshes te raperter for the violetin t e amployment committee helde e fancature and sancu colleagues i would like to think a colleague earnst for a or explanation of a	and is how desevens of coshes te raperter for the violetin t e amployment committee helde e fancature and sancu colleagues i would like to think a colleague earnst for a or explanation of a	0	18.55	35	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/252_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/252_2016031701.wav.pcm.txt
1043	253	2016031701	the rupeter's opinion i would also like to tink  a colleagan rupeter anderson for a opinion i think it's a good a starting point absolutely amas the rupeter of the report in ample i have always said that we should stick to the competencies of our committees an my amendments will also reflect that colleg anderson a	the rupeter's opinion i would also like to tink  a colleagan rupeter anderson for a opinion i think it's a good a starting point absolutely amas the rupeter of the report in ample i have always said that we should stick to the competencies of our committees an my amendments will also reflect that colleg anderson a	0	27.25	58	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/253_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/253_2016031701.wav.pcm.txt
1044	254	2016031701	cohosted a public hering with this villaty organizations in january with the aim of making sure their concerns were included in the report and indeed also the opinion miss andersen made a strong speech then which i fully supported	cohosted a public hering with this villaty organizations in january with the aim of making sure their concerns were included in the report and indeed also the opinion miss andersen made a strong speech then which i fully supported	0	17.55	39	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/254_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/254_2016031701.wav.pcm.txt
1045	288	2016031701	if the e you can protect fish birds and clants and have a race directive why can't it protect our languages and their speakers we have the race directive of two thousand things like the habytach directive of nineteen ninety two and the birds directive two thousand a nine so we have some recommendations	if the e you can protect fish birds and clants and have a race directive why can't it protect our languages and their speakers we have the race directive of two thousand things like the habytach directive of nineteen ninety two and the birds directive two thousand a nine so we have some recommendations	0	16.95	54	/media/hugo/Seagate Expansion Drive/WORK/files_for_transcription/2016031701/288_2016031701.wav.pcm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/asr_huggingface/divided_scripts/python_scripts/the_transcripts/2016031701/288_2016031701.wav.pcm.txt
